sigla|iata|nombre|municipio|departamento|categoria|latitud|longitud|propietario|explotador|longitud_pista|ancho_pista|pbmo|orientacion|elevacion|resolucion|fecha_construccion|fecha_vigencia|clase|tipo|numero_vuelos_origen|gcd_departamento|gcd_municipio
BSC|BSC|JOSE CELESTINO MUTIS|Bahía Solano|Chocó|Regional|6.2031|-77.395|MUNICIPIO|MUNICIPIO|1200|30|||80|  551,000|||2C|Público|21146|27|27075
BUN|BUN|BUENAVENTURA-GERARDO TOBAR LOPEZ|Buenaventura|Valle del Cauca|Nacional|3.8196|-76.9899|AEROCIVIL|AEROCIVIL|1200|30|||44| 1026,000|1967-08-28||2C|Aerocivil|4776|76|76109
BUO||BUENOS AIRES|Yopal|Casanare|Aeródromo|5.149|-72.3519|GILMA MARTINEZ DE B.|SERFABA S.A.S.|800|10|2000||732| 3061,000|||1A|Fumigación|8|85|85001
BVA||BUENAVISTA|Distracción|La Guajira|Aeródromo|10.8874|-72.9007|EJERCITO|EJERCITO|1420|30|29000||850||||3C|Militar|1338|44|44098
BYA||EL TAMBO|Cartagena de Indias|Bolívar|Aeródromo|10.4817|-75.4136|JORGE I. AGUDELO RESTREPO|JORGE I. AGUDELO RESTREPO|350|15|2313||100| 4218,000|||1A|Privado||13|13001
CAA||CAÑO GANDUL|San Luis de Palenque|Casanare|Aeródromo|5.1725|-71.1419|PERENCO COLOMBIA LIMITED|PERENCO COLOMBIA LIMITED|600|16|3000||431| 5603,000|||1A|Privado|7741|85|85325
CAC||CAMPO CAPOTE|Vélez|Santander|Aeródromo|6.75|-73.9167|INDERENA|INDERENA|500|20|2300||500| 2302,000|||1A|Público|11|68|68861
CAD||INGENIO MAYAGUEZ|Candelaria|Valle del Cauca|Aeródromo|3.3948|-76.3238|INGENIO MAYAGUEZ S.A.|ING. MAYAGUEZ-ASOCAÑA|200|10|500||3320| 2958,000||2015-08-05|1A|Fumigación|1|76|76130
CAG||CASACARA CAYTA|Agustín Codazzi|Cesar|Aeródromo|9.9281|-73.2531|FADELCE LTDA|FADELCE LTDA|900|20|4000||384| 3055,000|||1A|Fumigación|27|20|20013
CAH||EL VISO INCORA|Campoalegre|Huila|Aeródromo|||||||||||||||2|41|41132
CAL||CALIMA|Aguachica|Cesar|Aeródromo|8.2854|-73.643|CELTA LTDA|CELTA LTDA.|900|15|2500||427| 1127,000||2018-06-11|1A|Fumigación|64|20|20011
CAM||CABO MARZO|Juradó|Chocó|Aeródromo|6.8794|-77.678|SERVICIALES LTDA.|SERVICIALES LTDA.|700|18|5000||16| 4418,000||2016-10-02|1A|Privado|34|27|27372
CAN||CANARIAS|Nunchía|Casanare|Aeródromo|5.472|-72.1533|SERRANO HERRERA Y CIA|EL MISMO|740|10|2500||735| 3940,000|2014-07-25||1A|Fumigación|1|85|85225
CAO||"CENTRO ADMINISTRATIVO ""MARANDUA"""|Cumaribo|Vichada|Aeródromo|5.3345|-67.8646|INDERENA|INDERENA|1780|28|33112||500| 1413,000|||3B|Público|1154|99|99773
CAP||CAMPO ALEGRE|San Luis de Palenque|Casanare|Aeródromo|5.4053|-71.1293|ALIRIO CORREA Y OTROS|SERFABA S.A.S.|700|10|2000||656| 1207,000|||1A|Fumigación|61|85|85325
CAQ||JUAN H.WHITE|Caucasia|Antioquia|Regional|7.968|-75.1982|AEROLINEA DE ANTIOQUIA|AEROLINEA DE ANTIOQ.|1080|23|||207| 5052,000|2014-10-02|2017-10-03|2B|Privado|15994| 5| 5154
CAR|CCO|CARIMAGUA|Puerto López|Meta|Aeródromo|4.5649|-71.3367|ICA|EL MISMO|1336|23|25000||700|  657,000|||3B|Público|2033|50|50573
CAS||CASA COIMA|Mutatá|Antioquia|Aeródromo|||||||||||||||8| 5| 5480
CAT||CALICANTO|Alvarado|Tolima|Aeródromo|4.4878|-75.0106|ERNESTO NAVARRO Y CIA|CRUZ VERDE|640|10|3000||2166| 1735,000|||1A|Fumigación|1|73|73026
CAV||CUMACHAGUA|Santa Rosalía|Vichada|Aeródromo|4.0167|-70.8833|CORREGIMIENTO(MUNICIPIO)|CORREGIMIENTO(MUNICIPIO)|547|35|2500||440| 3660,000|||1A|Público|22|99|99624
CBA||LOS GAVANES|Cabuyaro|Meta|Aeródromo|4.2078|-72.9822|FAGAN S. EN C.|FAGAN S. EN C.|680|15|2000||850| 5185,000||2016-10-03|1A|Fumigación|21|50|50124
CBR||EL CARMEN DE BOLIVAR|El Carmen de Bolívar|Bolívar|Aeródromo|9.6842|-75.1261|MUNICIPIO|MUNICIPIO|1500|28|12202||590|  247,000|||3C|Público|73|13|13244
CBU||PETRIBA|Cabuyaro|Meta|Aeródromo|4.3617|-72.8275|GRACER S.A.|ASAM LTDA|850|10|2000||620| 2003,000|||1A|Fumigación|1|50|50124
CBY||LA ARABIA|Cabuyaro|Meta|Aeródromo|4.3933|-72.9892|GERMAN REYES GARCIA|SADELL  LTDA.|800|10|2000||577| 4736,000||2015-09-11|1A|Fumigación|6|50|50124
CCH||EL PACIFICO|Cartagena del Chairá|Caquetá|Aeródromo|||||||||||||||1|18|18150
CDA||LA ESMERALDA - CA|Candelaria|Valle del Cauca|Aeródromo|3.38|-76.3983|INCAUCA S.A.|INCAUCA S.A.|250|10|500||3166| 2957,000|||1A|Fumigación|21|76|76130
CDY||CIUDAD YARI|San Vicente del Caguán|Caquetá|Aeródromo|1.5833|-73.8667|MUNICIPIO|MUNICIPIO|880|40|12202||1000| 3660,000|||1A|Público|5|18|18753
CEB||EL CEBRUNO|Ayapel|Córdoba|Aeródromo|8.3292|-75.1323|MUNICIPIO AYAPEL|MUNICIPIO AYAPEL|944|15|5670||1280| 7092,000|||2A|Público|125|23|23068
CFB||CALIFORNIA|Morales|Bolívar|Aeródromo|||||||||||||||1|13|13473
CGA||LA CEIBA|Ciénaga|Magdalena|Aeródromo|10.7913|-74.1049|CALIMA S.A.|CALIMA S.A.|740|10|4500||147| 1837,000||2016-05-03|1A|Fumigación|2|47|47189
CGW|CRC|SANTA ANA|Cartago|Valle del Cauca|Aeródromo|4.7584|-75.9561|MUNICIPIO|MUNICIPIO|2200|40|||2977| 1319,000|||4D|Público|1103|76|76147
CHA||CHICORAL ESTRA|Espinal|Tolima|Aeródromo|4.2022|-74.9697|ESTRA LTDA|ESTRA LTDA|620|10|2000||1270| 5613,000|||1A|Fumigación|3|73|73268
CHM||CHAPARRAL|San Martín|Meta|Aeródromo|||||||||||||||1|50|50689
CHO||CHICAMOCHA|Villavicencio|Meta|Aeródromo|||||||||||||||9|50|50001
CHP||LA CHAPA|Hato Corozal|Casanare|Aeródromo|5.9333|-71.45|CORREGIMIENTO|CORREGIMIENTO|500|30|3500||620| 3660,000|||1A|Público|14|85|85125
CIE||LA CHEKA|Ciénaga|Magdalena|Aeródromo|10.665|-74.1967|CALIMA S.A.|CALIMA S.A.|660|10|4500||111| 6178,000|||1A|Fumigación|2|47|47189
CIM|CIM|GUSTAVO ROJAS PINILLA|Cimitarra|Santander|Aeródromo|6.3674|-73.9706|AEROCIVIL|AEROCIVIL|1500|40|12202||735|  644,000|1967-06-05||3C|Aerocivil|338|68|68190
CJI||LA LIBELULA|Cajicá|Cundinamarca|Aeródromo|||||||||||||||1|25|25126
CLA||LA UNION|Castilla la Nueva|Meta|Aeródromo|3.3317|-73.295|RUBIELA AVILA S.|COMERCIALIZADORA ECO|750|10|2000||250| 4941,000||2015-11-06|1A|Fumigación|22|50|50150
CLM||CALAMAR GUAVIARE|San José del Guaviare|Guaviare|Aeródromo|1.9624|-72.645|MUNICIPIO|MUNICIPIO|1000|16|2950||540|  538,000|||2A|Público|1380|95|95001
CLO|CLO|ALFONSO BONILLA ARAGON|Palmira|Valle del Cauca|Internacional|3.5431|-76.3817|AEROCIVIL|CONCESION AEROCALI S.A.|3000|45|||3174|  984,000|1987-02-02||4E|Aerocivil|207439|76|76520
CMA||CANAIMA|Villavicencio|Meta|Aeródromo|||||||||||||||8|50|50001
CMP||CAMPOALEGRE|Campoalegre|Huila|Aeródromo|||||||||||||||38|41|41132
CMR||LA MARIA|Cumaral|Meta|Aeródromo|4.2436|-73.2131|HELICE LTDA.|HELICE LTDA.|660|15|2000||738|  117,000||2018-03-09|1A|Fumigación|15|50|50226
CNL||LAS CAÑAS|Candelaria|Valle del Cauca|Aeródromo|3.3064|-76.3357|MAR 2 S.A.S.|FUMIVALLE|740|15|4500||3451| 1213,000||2016-05-09|1A|Fumigación||76|76130
CNU||SAN VICENTE|Castilla la Nueva|Meta|Aeródromo|3.8111|-73.4372|JOSE S. VANEGAS|FARO LTDA.|800|10|2000||977|  689,000|||1A|Fumigación|1|50|50150
COA||COFA -PALMIRA|Palmira|Valle del Cauca|Aeródromo|||||||||||||||1|76|76520
COG|COG|CONDOTO MANDINGA|Condoto|Chocó|Regional|5.072|-76.6766|AEROCIVIL|AEROCIVIL|1150|18|||166|  984,000|1987-02-02||2C|Aerocivil|5130|27|27205
COL||COLOMBAIMA|Beltrán|Cundinamarca|Aeródromo|||||||||||||||3|25|25086
COZ||TAMACA|Agustín Codazzi|Cesar|Aeródromo|||||||||||||||4|20|20013
CPB|CPB|CAPURGANA|Acandí|Chocó|Regional|8.6305|-77.3502|ACCION COMUNAL|ACCION COMUNAL|950|10|||12| 1784,000|||1A|Público|6004|27|27006
CPC||CUPICA|Bahía Solano|Chocó|Aeródromo|6.6987|-77.4832|ALCALDIA|ALCALDIA|870|15|||16| 5732,000|||1A|Público|341|27|27075
CPE||CAPELLANIA|Ariguaní|Magdalena|Aeródromo|||||||||||||||1|47|47058
CPL|CPL|NAVAS PARDO|Chaparral|Tolima|Aeródromo|3.7238|-75.4654|AEROCIVIL|AEROCIVIL|1200|15|||2729|  499,000|1968-07-20||2C|Aerocivil|538|73|73168
CRA||CINERA|San José de Cúcuta|Norte de Santander|Aeródromo|8.1708|-72.4746|ASOZULIA|ASOZULIA|900|10|5000||305| 6327,000|||1A|Fumigación|92|54|54001
CRL||SANTA BARBARA|Cumaral|Meta|Aeródromo|4.2329|-73.2523|UNIPALMA S.A.|UNIPALMA S.A.|850|18|3000||800| 7055,000|||1A|Privado|63|50|50226
CRM||CURUMANI|Curumaní|Cesar|Aeródromo|||||||||||||||46|20|20228
CRN||CORRAL NUEVO|Plato|Magdalena|Aeródromo|||||||||||||||58|47|47555
CRR||CERRITOS|Ambalema|Tolima|Aeródromo|4.8422|-74.7758|URUEÑA Y VILLA CIA S. EN C.|SANIDAD VEGETAL CRUZ|640|10|2000||807| 6174,000|||1A|Fumigación||73|73030
CRS||CRAVO SUR|Yopal|Casanare|Aeródromo|||||||||||||||4|85|85001
CRU|CUO|CARURU|Carurú|Vaupés|Aeródromo|1.0135|-71.2961|MUNICIPIO|MUNICIPIO|1000|20|12200||646|   62,000|||2B|Público|4108|97|97161
CRY||EL VERGEL|Cabuyaro|Meta|Aeródromo|4.2065|-73.0026|AVIAL LTDA|AVIAL LTDA.|740|15|2000||540|  998,000|||1A|Fumigación|2|50|50124
CST||CENTRAL CASTILLA|Pradera|Valle del Cauca|Aeródromo|3.3629|-76.2891|RIOPAILA CASTILLA S.A.|RIOPAILA CASTILLA  S.A.|1000|10|5670||204| 4735,000||2016-09-10|1A|Fumigación||76|76563
CTG|CTG|RAFAEL NUÑEZ|Cartagena de Indias|Bolívar|Internacional|10.442|-75.5123|AEROCIVIL|CONCESION-SACSA|2380|45|||7| 4501,000|2012-08-16||4D|Aerocivil|131998|13|13001
CTO||INGENIO LA CABAÑA -C.A.|Aipe|Huila|Aeródromo|3.1749|-75.3983|INGENIO LA CABAÑA S.A.|INGENIO LA CABAÑA S.A.|340|10|500||3329| 2953,000||2015-08-05|1A|Fumigación|1|41|41016
CTP||COTOPRIX|Riohacha|La Guajira|Aeródromo|||||||||||||||2|44|44001
CUA||LAS DELICIAS|Cumaral|Meta|Aeródromo|||||||||||||||6|50|50226
CUC|CUC|CAMILO DAZA|San José de Cúcuta|Norte de Santander|Internacional|7.9274|-72.5116|AEROCIVIL|AEROCIVIL -ORIENTE S.A.S.|1920|45|||1027|  984,000|1987-02-02||4D|Aerocivil|72216|54|54001
CUC|CUC|CAMILO DAZA No.2|San José de Cúcuta|Norte de Santander|Internacional|7.9274|-72.5116|AEROCIVIL|AEROCIVIL -ORIENTE S.A.S.|2320|45|||1027|  984,000|1987-02-02||4A|Aerocivil||54|54001
CUM||EL VISO|Campoalegre|Huila|Aeródromo|2.7313|-75.3219|SANIDAD VEGETAL CRUZ VERDE|SANIDAD VEGETAL CRUZ VERDE|600|10|2500||1299| 2136,000|||1A|Fumigación|20|41|41132
CUS|TAU|CUSIANA|Tauramena|Casanare|Aeródromo|4.9633|-72.6281|ALFONSO HUM. FERNANDEZ|CELTA LTDA.|700|10|2000||886| 7274,000|||1A|Fumigación|4|85|85410
CUT||CUATRO VIENTOS - CA|Melgar|Tolima|Aeródromo|4.2188|-74.7278|SOCIEDAD CAMILO POSADA Y CIA|CLUB ULTR-LA LIBELULA|250|10|500||1025| 1841,000|||UL|Privado||73|73449
CVN|CVE|COVEÑAS|Coveñas|Sucre|Aeródromo|9.401|-75.6913|ARC MINDEFENSA|ARC MINDEFENSA|1220|28|12202||31|  984,000|||2C|Militar|875|70|70221
CVT||CRUZ VERDE|Ibagué|Tolima|Aeródromo|4.3917|-75.1327|CRUZ VERDE|CRUZ VERDE|540|10|2000||3041| 1735,000|||1A|Fumigación|6|73|73001
CYO||EL EDEN|Cabuyaro|Meta|Aeródromo|||||||||||||||1|50|50124
CZI||LA DILIA|Agustín Codazzi|Cesar|Aeródromo|||||||||||||||11|20|20013
CZU|CZU|LAS BRUJAS|Corozal|Sucre|Regional|9.3325|-75.2853|AEROCIVIL|EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte|1430|22|||519| 1862,000|1971-07-19||3C|Aerocivil|14822|70|70215
DAR||DARIEN CALIMA|Calima|Valle del Cauca|Aeródromo|||||||||||||||2|76|76126
DJV|SJH|SAN JUAN DEL CESAR|San Juan del Cesar|La Guajira|Aeródromo|10.7419|-72.9911|MUNICIPIO|MUNICIPIO|800|15|5700||696| 5855,000|||1A|Público|2|44|44650
DZI||FADECO|Agustín Codazzi|Cesar|Aeródromo|||||||||||||||506|20|20013
EAS||EL ALGARROBO|San Marcos|Sucre|Aeródromo|||||||||||||||354|70|70708
EBG|EBG|EL TOMIN|El Bagre|Antioquia|Regional|7.5965|-74.8089|SOCIEDAD MINEROS A/QUIA|EL MUNICIPIO|1300|15|||180| 2443,000|||1A|Público|6662| 5| 5250
ECB||EL ACEITUNO|Ibagué|Tolima|Aeródromo|4.3481|-75.0245|CULTIVOS Y SEMILLAS EL ACEITU|CRUZ VERDE|720|10|4500||2277| 5916,000|||1A|Fumigación|3|73|73001
ECC||EL CARMEN DE CHUCURI|El Carmen de Chucurí|Santander|Aeródromo|6.7406|-73.5544|MUNICIPIO|MUNICIPIO|700|12|12000||1200| 2488,000|||1A|Público|203|68|68235
ECJ||EL CORAJE|Ariguaní|Magdalena|Aeródromo|||||||||||||||30|47|47058
ECM||EL CARMEN DE GUAMAL|Guamal|Magdalena|Aeródromo|9.1703|-74.2119|MUNICIPIO|MUNICIPIO|870|27|2300||75| 3660,000|||1A|Público||47|47318
ECO||ECOPETROL|Barrancabermeja|Santander|Aeródromo|||||||||||||||5|68|68081
ECR||EL CHORRO|Gamarra|Cesar|Aeródromo|||||||||||||||1|20|20295
ECU||LA FE|El Copey|Cesar|Aeródromo|10.1302|-74.0383|PALMERAS DE LA COSTA|PALMERAS DE LA COSTA|850|15|5000||304| 2496,000|||1A|Privado|2|20|20238
EEA||EL ESFUERZO|Manatí|Atlántico|Aeródromo|10.4119|-74.9619|INAT|INAT|717|12|2000||140| 2989,000|||1A|Público|| 8| 8436
EEB||EL ESPINO|El Espino|Boyacá|Aeródromo|6.4883|-72.5047|MUNICIPIO|MUNICIPIO|820|15|5670||7119| 4239,000|||1B|Público|2|15|15248
EET||EL ESCOBAL|Ibagué|Tolima|Aeródromo|4.3956|-75.0708|INVERSIONES AGROPECUARIAS DOIMA|SANIDAD VEGETAL CRUZ|600|13|2000||2450|  401,000|2014-01-31|2017-03-07|1A|Fumigación||73|73001
EGI||EL GILGAL|Acandí|Chocó|Aeródromo|||||||||||||||2|27|27006
EGY||EL GUAYABAL|Patía|Cauca|Aeródromo|2.08|-76.9827|ERNESTO DE LIMA LEFRANC|ERNESTO DE LIMA LEFRANC|950|15|2500||2697| 5621,000||2016-11-12|1A|Privado||19|19532
EJA|EJA|YARIGUIES|Barrancabermeja|Santander|Nacional|7.0244|-73.8068|AEROCIVIL|AEROCIVIL -ORIENTE S.A.S.|1800|45|61100||414|  115,000|1965-09-02||3C|Aerocivil|27366|68|68081
EJU||EL JUNCAL|Palermo|Huila|Aeródromo|2.8471|-75.3133|ASOJUNCAL|SANIDAD VEGETAL CRUZ VERDE|620|10|2000||1509| 4949,000|2010-10-01||1A|Fumigación|2|41|41524
ELA|ECR|EL CHARCO|El Charco|Nariño|Aeródromo|2.4408|-78.1|MUNICIPIO|MUNICIPIO|800|12|6400||32|  737,000|||1A|Público|1419|52|52250
ELB|ELB|LAS FLORES|El Banco|Magdalena|Aeródromo|9.0428|-73.9715|AEROCIVIL|AEROCIVIL|1225|28|19045||110| 1374,000|1978-04-06||3B|Aerocivil|589|47|47245
ELC||EL CAIRO|Castilla la Nueva|Meta|Aeródromo|||||||||||||||2|50|50150
ELE||EL RECREO|San Luis de Palenque|Casanare|Aeródromo|5.3206|-72.5778|HENRY POLANIA C.|SAO E.U.|840|10|2000||551| 2495,000||2017-06-10|1A|Fumigación|37|85|85325
ELH||EL LIMONAR|Campoalegre|Huila|Aeródromo|2.6205|-75.3624|SANIDAD VEGETAL CRUZ VERDE|SANIDAD VEGETAL CRUZ VERDE|600|10|2500||1936| 2136,000|||1A|Fumigación|6|41|41132
ELI||EL PARAISO|Nunchía|Casanare|Aeródromo|5.5576|-72.0041|JULIO PEREZ MORA|SANAR LTDA.|900|10|2000||669| 4943,000|||1A|Fumigación|2|85|85225
ELM||EL MARNE|Rionegro|Santander|Aeródromo|7.4233|-73.3806|JORGE LUIS OTERO SANCHEZ|JORGE LUIS OTERO SANCHEZ|760|18|4000||416| 4874,000|||1A|Privado|575|68|68615
ELO||EL RODEO|Orocué|Casanare|Aeródromo|||||||||||||||49|85|85230
ELP||EL PAILON|Candelaria|Valle del Cauca|Aeródromo|||||||||||||||1|76|76130
ELR||EL RECUERDO|Flandes|Tolima|Aeródromo|||||||||||||||1|73|73275
ELS||COMUNEROS|Socorro|Santander|Aeródromo|6.3835|-73.2573|MUNICIPIO|MUNICIPIO|720|15|5000||5250|  306,000|||1A|Público|37|68|68755
ELT||INGENIO PROVIDENCIA|El Cerrito|Valle del Cauca|Aeródromo|3.6383|-76.3038|INGENIO PROVIDENCIA|ING. PROVIDENCIA-ASOCAÑA|250|10|500||3667| 2959,000||2015-08-05|1A|Fumigación|1|76|76248
ELU||EL RUBY|Castilla la Nueva|Meta|Aeródromo|3.7811|-73.4817|NATALY RODRIGUEZ|FARO LTDA.|670|10|2000||987|  689,000|||1A|Fumigación|1|50|50150
ELZ||EL ZAMURO|Yopal|Casanare|Aeródromo|5.1244|-72.3369|BERNARDO CEDANO SABOGAL|SFA. LTDA|860|10|2000||656| 5611,000||2015-10-09|1A|Fumigación||85|85001
EOC||EL RETIRO|San Vicente del Caguán|Caquetá|Aeródromo|||||||||||||||16|18|18753
EOH|EOH|OLAYA HERRERA|Medellín|Antioquia|Nacional|6.2204|-75.5904|INVIAS|EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte)|1800|38|20455||4920| 1466,000|||1A|Aerocivil|293591| 5| 5001
EPR||EL PARAISO|Ibagué|Tolima|Aeródromo|4.387|-75.026|JOSE M. MELENDRO|CRUZ VERDE|630|10|2000||2303| 1735,000|||1A|Fumigación|10|73|73001
EPY||CAYTA|El Copey|Cesar|Aeródromo|||||||||||||||6|20|20238
ESP||ASTA|Espinal|Tolima|Aeródromo|||||||||||||||5|73|73268
ESS||ANIVERSARIO ESTRA|Espinal|Tolima|Aeródromo|4.125|-74.9086|ESTRA LTDA|ESTRA LTDA|600|10|3000||1079| 5613,000|||1A|Fumigación||73|73268
ETA||EL TAPON|Puerto Carreño|Vichada|Aeródromo|5.15|-69.1833|INDERENA|INDERENA|1080|20|12202||500| 1412,000|||2B|Público|2|99|99001
ETO||EL TORNILLO|Rionegro|Santander|Aeródromo|7.6222|-73.608|INVERSIONES GERBEL S.A.S.|CELTA LTDA.|1020|18|2000||230| 7086,000|||1A|Fumigación|41|68|68615
ETR||EL TRIUNFO|Ambalema|Tolima|Aeródromo|4.8647|-74.8037|ORGANIZACIÓN PAJONALES S.A.|ORGANIZACIÓN PAJONALES|900|15|4000||840|  390,000|||2A|Fumigación|1|73|73030
EVC||EL VIGIA|Villanueva|Casanare|Aeródromo|4.5543|-72.9157|EDUARDO VALENZUELA PLATA|FUMIVILLA LTDA|660|10|2000||662| 2471,000||2016-06-12|1A|Fumigación|5|85|85440
EYP|EYP|EL ALCARAVAN|Yopal|Casanare|Nacional|5.3191|-72.3842|AEROCIVIL|AEROCIVIL|2250|30|||1016|  984,000|1987-02-02||3C|Aerocivil|92726|85|85001
FCA||FASCA|Aguazul|Casanare|Aeródromo|5.1553|-72.5208|SFA LTDA.|SFA. LTDA.|750|10|2000||868| 7054,000|||1A|Fumigación|257|85|85010
FDA||FUNDACION|Fundación|Magdalena|Aeródromo|||||||||||||||16|47|47288
FEO||GUANAYAS|Fuente de Oro|Meta|Aeródromo|3.354|-73.5778|RAFAEL AYALA CELY INV. GUANAYA Y CIA S EN C.|RAFAEL AYALA ..INVERSIONES GUANAYAS|820|10|2000||820| 5067,000|||1A|Fumigación||50|50287
FLA|FLA|GUSTAVO ARTUNDUAGA PAREDES|Florencia|Caquetá|Nacional|1.589|-75.5643|AEROCIVIL|AEROCIVIL|1500|30|||803|  984,000|1987-02-02||3C|Aerocivil|16997|18|18001
FLD||AEROSPORT - C.A.|Flandes|Tolima|Aeródromo|4.2331|-74.8347|CLUB COLOMBIANO DE AVIA.|CLUB. COL.AVIACION DEPORTIVA|350|10|500||1030| 7240,000|||UL|Privado|1|73|73275
FLR||LAS FLORES|Agustín Codazzi|Cesar|Aeródromo|||||||||||||||5|20|20013
FNO||LA CANDELARIA|Fuente de Oro|Meta|Aeródromo|3.4214|-73.7258|GIOVANNI H.  OROZCO MOJICA|FARI LTDA|726|10|2000||984| 1658,000|||1A|Fumigación|6|50|50287
FOO||LA LUNA|Fuente de Oro|Meta|Aeródromo|3.4492|-73.5844|GIOVANNI OROZCO|FARI LTDA|800|10|2000||935| 4445,000|||1A|Fumigación|10|50|50287
FRO||FRONTINO EL PLATEADO|Frontino|Antioquia|Aeródromo|6.7221|-76.1465|MUNICIPIO|MUNICIPIO|800|18|5000||5577| 5958,000|||1A|Público|276| 5| 5284
FTE||CAÑO BLANCO|Fuente de Oro|Meta|Aeródromo|||||||||||||||6|50|50287
FUL||SAN LUIS|Fuente de Oro|Meta|Aeródromo|3.5019|-73.6697|FARI LTDA.|FARI LTDA|1000|15|2000||980| 4506,000||2015-10-02|2A|Fumigación|31|50|50287
FUN||ALGARROBO FANOR|Fundación|Magdalena|Aeródromo|||||||||||||||3|47|47288
FUO||MAJAGUAL|Fuente de Oro|Meta|Aeródromo|3.3903|-73.6964|MARIO GUTIERREZ PERDOMO|ASEM LTDA.|940|10|3000||1049| 2949,000||2016-07-10|1A|Fumigación||50|50287
FUR||HALCONES|Fuente de Oro|Meta|Aeródromo|3.3731|-73.6133|FARI LTDA.|FARI LTDA|700|10|2000||853| 1658,000|||1A|Fumigación||50|50287
FUT||LOS SABANALES|Fuente de Oro|Meta|Aeródromo|3.3697|-73.4639|MISAEL RODRIGUEZ CASTAÑEDA|FAGA LTDA.|720|10|2000||849|   76,000|||1A|Fumigación|1|50|50287
GAM||LA NENA CAYTA|Gamarra|Cesar|Aeródromo|||||||||||||||24|20|20295
GAN||EL PROGRESO|Granada|Meta|Aeródromo|||||||||||||||57|50|50313
GCA|GCA|GUACAMAYAS|San Vicente del Caguán|Caquetá|Aeródromo|2.2833|-74.95|CORREGIMIENTO(MUNICIPIO)|CORREGIMIENTO(MUNICIPIO)|810|18|11500||1500| 3660,000|||1A|Público|4|18|18753
GER||GERMANIA|Gamarra|Cesar|Aeródromo|8.3306|-73.6949|INVERSIONES GERBEL S.A.S.|CELTA LTDA.|950|14|2000||246| 7086,000|||1A|Fumigación|40|20|20295
GIR|GIR|SANTIAGO VILA|Flandes|Tolima|Regional|4.2753|-74.7961|AEROCIVIL|AEROCIVIL|1600|28|||931|  115,000|||3C|Aerocivil|2143|73|73275
GLJ||LA JAGUA|Garzón|Huila|Aeródromo|2.1464|-75.6942|MINISTERIO DE DEFENSA|EJERCITO NACIONAL|1334|40|12202||2622|  984,000|||2B|Militar|170|41|41298
GMO||EL GUAMO ASTA|Guamo|Tolima|Aeródromo|3.9976|-74.9576|ASTA S.A.|SANIDAD VEGETAL CRUZ|650|10|2000||1119| 6175,000|||1A|Fumigación||73|73319
GOV||GUADUALITO|Palmira|Valle del Cauca|Aeródromo|||||||||||||||17|76|76520
GPI|GPI|JUAN CASIANO|Guapí|Cauca|Regional|2.57|-77.898|AEROCIVIL|AEROCIVIL|1300|16|||164|  245,000|1960-08-17||3C|Aerocivil|7490|19|19318
GRM||GUERIMA|Puerto Carreño|Vichada|Aeródromo|3.6299|-70.3231|GOBERNACION|DEPARTAMENTO|1220|20|||416|13268,000|||2B|Público|1744|99|99001
GRN||MALVINAS|Granada|Meta|Aeródromo|3.4208|-73.7653|FREDY REYES VALDERRAMA|SADELL S.A.S.|700|10|2000||1150| 1124,000|||1A|Fumigación|97|50|50313
GTT||GANADERIA EL TRIUNFO|Honda|Tolima|Aeródromo|5.1694|-74.7652|GARETH HYWEL HUGHES ART.|GARETH HYWEL HUGHES ART.|900|18|3000||774|  704,000||2017-03-07|1A|Privado||73|73349
GUE||LA ESTRELLA|Guacarí|Valle del Cauca|Aeródromo|||||||||||||||6|76|76318
GUI||GUINULERO|San Andrés de Tumaco|Nariño|Aeródromo|||||||||||||||5|52|52835
GUN||GUAMITOS|Palermo|Huila|Aeródromo|2.9142|-75.3967|AGROPECUARIA GUAMITOS LTDA|TEA S.A.|690|10|2000||1817|||2013-03-12|1A|Fumigación||41|41524
