X,Y,objectid,codigo_via,pr,distanciap,nombre,administra,territoria,latsig,longsig,cat_1,cat_4,cat_5,cat_6,cat_7,link_foto,sector,cat_2,cat_3,ruleid,a_cargo_de,sentido,ubicacion,telefono_peaje,telefono_grua,eje_adicional,eje_adicional_r,eje_grua,cat_e_ie,cat_8,cat_9,cat_ie_10,cat_iee,cat_ieee,cat_iia,cat_eae,cat_ec,cat_e,cat_ie,cat_iie,cat_iiie,cat_ive,cat_ve,cat_vie,cat_viie,d_cat_i,d_cat_ii,d_cat_iii,d_cat_iv,d_cat_v,d_cat_vi,d_cat_vii,d_cat_viii,d_cat_ix,d_cat_ie10,d_cat_iee,d_cat_ieee,d_cat_iia,d_cat_eg,d_cat_ear,d_cat_ea,d_cat_eae,d_cat_ec,d_cat_e,d_cat_ie,d_cat_iie,d_cat_iiie,d_cat_ive,d_cat_ve,d_cat_vie,d_cat_viie
-75.59936864,6.33180205,3899, ,0,0,PAJARITO,DEPARTAMENTO,ANTIOQUIA,6.33172769,-75.59937089,6000,18800,21600,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Medellín - San Pedro,6800,0,3, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , 
-75.68860656,6.326315113,3824,0,0,0,PALMITAS,CONCESION ANI,ANTIOQUIA,6.32631511,-75.68860656,16200,51900,62100,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Puente Aurrá - Medellín,18300,39900,2,DESARROLLO VIAL AL MAR SAS,Medellín - Santa Fe de Antioquia,Oriente Occidente Km 39+600 Occidente Oriente Km 44+800,3176676335   018000400016,3176676335   018000400016,6300,0,0,7900,0,0,0,0,0,0,0,0,0,8100,9200,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , 
-75.37861015,6.477997756,3835,2510,0,0,PANDEQUESO,DEPARTAMENTO,ANTIOQUIA,86,-75.37861015,7800,23300,26400,0,8100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Medellìn - Hoyo Rico,8600,18200,3,CONCESION  HATOVIAL S.A.,Norte - Sur,"KM 38+700 RUTA 2510, vía Medellín – La costa", 094-8664105 - 3108992850, 094-4012277 - 018000524477,0,7800,6000,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 Ejes pequeños,Camiones y Buses 2 Ejes grandes,3 y 4 ejes,5 ejes, ,VII, , , , , , ,Eje grúa,Eje remolque, , , , ,Categoría especial, , , , , , 
-74.88958809,11.01269973,3855,90A01,103,788,PAPIROS,CONCESION ANI,ATLANTICO,87,-74.88958005,5900,25900,82500,110500,122700,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cartagena - Lomita Arena,7000,14700,2,Concesión Costera - Barranquilla - Cartagena,Sentido Occidente Oriente,Vía al mar Km 101,3173317167,018000977330 - 3114803629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Autos,Buses,Camiones  2 ejes Pequeños,Camiones  2 ejes Grandes,Camiones  3 y 4 Ejes,5 Ejes,6 Ejes, , , , , , , , , , , , , , , , , , , 
-72.15667267,11.36760313,3963,9010,84,476,PARAGUACHON,CONCESION ANI,GUAJIRA,88,-72.15662439,9600,18900,27700,44700,56400,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Riohacha - Paraguachón,14800,11900,2,Concesión  Santa Marta Paraguachón S.A.,Aplica en ambos sentido de circulación,Ubicación: 84+475 Tramo que cubre:Cuatro vías - Paraguachón,3143300807 - 3143300807 - (5) 7288542 /43,(5) 728 85 43,0,0,0,4800,0,0,3000,0,0,0,0,0,2900,5000,3000,3000,3000,0,0,0,Categoría I Automóviles y Campero,Categoría II Buses y Busetas 2 ejes Pequeños,Camiones 350,Camiones 600,3 a 4 ejes,5 ejes,6 a mas ejes, , , , , , , , , , , ,Categoría E,Categoría especial IE,Categoría especial IIE,Categoría IIIE,Categoría IVE, , , 
-75.44394476,10.24342537,4000,90BLB,17,240,PASACABALLOS,CONCESION ANI,BOLIVAR,0,0,8100,24400,28300,28300,28300, ,Variante de Gambote,8800,18700,2,AUTOPISTAS DEL SOL S.A., Sur - Norte // Norte - Sur,Variante de Gambote, ,321 205 72 27,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,0,7600,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , 
-76.45767029,3.627598229,5205,23VL02,26,221,PASO DE LA TORRE,INVIAS,VALLE DEL CAUCA,89,1,8900,37700,43400,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/5205.pdf,Paso de La Torre - Siberia (Variante Yumbo),10700,28900,5,INVIAS,Sur - Norte,Vía Vijes – Rozo Km 1+500,No cuenta con número,No cuenta con servicio,10700,21200,6600,4100,,,,,,,,6200,,,4900,,,,,,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,,,,,,,,,Categoría Eje Grúa,Categoría Eje Adicional Remolque,Categoría Eje Adicional,,Categoría Eje Cañero,,Categoría IE,Categoría IIE,,,,,
-75.58739122,5.027053239,3957,29CL03-1,1,211,PAVAS (TRINIDAD I),CONCESION ANI,CALDAS,91,-75.58739122,10400,12600,30700,38400,44600,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Club Campestre - La Trinidad,12600,12600,2,CONCESIÓN AUTOPISTAS DEL CAFE,Ambos sentidos de circulación,Club Campestre – La Trinidad Km. 1 + 200,(6) 3282720,3138176567 #850,0,0,0,3200,0,0,0,0,0,0,0,0,0,0,3300,3700,3900,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 ejes,Categoría VII, , , , , , , , , , , , ,Categoría IE,Categoría IIE,Categoría IIIE, , , , 
-74.26847024,4.544131496,3892, ,0,0,PEAJE NUEVO SALTO DE TEQUENDAMA,DEPARTAMENTO,CUNDINAMARCA,4.5441315,-74.26847024,9800,13900,26800,41400,44900,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,El Colegio - El Charquito,11800,11900,3,Concesión Troncal del Tequendama.,Aplica en ambos sentidos,Kilómetro 1.4 Vía Chusacá – El Triunfo – Viotá – El Portillo en la Vereda Charquito (Soacha),3114810850,No cuenta con servicio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría  II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría  IV 3 y 4 ejes,Categoría  V 5 Ejes,Categoría  VI 6 Ejes,Categoría VII, , , , , , , , , , , , , , , , , , , 
-72.96896371,7.107993635,3967,6603,48,236,PICACHO,CONCESION ANI,SANTANDER,92,-72.96896371,8500,24800,27900,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/el_picacho.jpg,Bucaramanga - Cuestaboba,9300,19500,2,Autopista Bucaramanga - Pamplona S.A.S.,"Sur - Norte , Norte - Sur",Vía Bucaramanga - Pamplona Km. 48 + 000 Tramo que cubre: Bucaramaga – Pamplona,301 568 2586,301 568 2586,8700,8400,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Automóviles , Camperos y camionetas.","Camiones , Buses y camiones 2 ejes .",Camiones de 3 y 4 ejes.,Camiones 5 ejes.,Camiones de 3 y 4 ejes., , , , , , , , ,Eje Grúa.,Eje Remolque.,Eje adicional., , , , , , , , , , 
-73.72128811,4.200062781,3885,4006,72,40,PIPIRAL,CONCESION ANI,META,93,-73.72128811,16600,39400,43000,65800,85100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Bogotá (El Portal) - Villavicencio,33000,22500,2,COVIANDINA S.A.S.,Occidente,Vía Villavicencio – Puente Susumuco Km 78+020,3214698772 - 3105851322,3143722765,0,0,0,3300,0,0,0,3400,3400,0,0,0,0,3400,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 Ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , ,CAT IEE,CAT IEEE, , , , , , , ,CAT IE,No aplica,No aplica,No aplica,No aplica, , 
-73.49857234,8.23123833,3915,7007,14,296,PLATANAL,INVIAS,OCAÑA,94,1,8200,23800,27300,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3915.pdf,Aguaclara - Río de Oro,9200,18800,5,Concesión ruta el sol, Sur – Norte Ambos sentidos,Km 14 Vía Aguasclaras – Ocaña,Sin número,Sin servicio,9000,8700,6600,200,0,0,0,0,0,0,0,6200,0,200,200,0,12600,14300,0,0,"Automóviles, camperos y camionetas","Buses, busetas y camiones de 2 ejes",Camiones 3 y 4 ejes,5 ejes,6 Ejes, , , , , , , , ,Eje grúa,Eje adicional remolque,Eje adicional, ,Eje cañero, , , , , , , , 
-74.73146434,4.40331639,3912, ,0,0,PUBENZA,DEPARTAMENTO,CUNDINAMARCA,4.40331639,-74.73146434,8500,14400,21000,28000,32200,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Girardot - Tocaima,9600,10900,3,CONCESIÓN DEVISAB,Norte - Sur // Sur Norte,Vía Chía – La Mesa – Girardot Km 16  Jurisdicción del Municipio de Tocaima,#815 Tigo - 018000953550,#815 Tigo - 018000953550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , , , , , , , , , , , , , , , , , 
-73.59667358,4.194141805,3925,6510,7,133,PUENTE AMARILLO,CONCESION ANI,META,99,-73.59667358,3600,6150,8750,11750,13350,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cumaral - Barranca de Upía,6150,3850,2,Concesión Vial del Oriente - COVIORIENTE S.A.S,Bidireccional,Conexión Anillo vial Cumaral Km 7+135,3168341260,3178942293  - 018000180818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Automóviles, Camperos y Camionetas y microbuses con ejes de llanta sencilla de servicio público","Buses, busetas, microbuses con eje trasero de doble llanta",Camiones pequeños de dos (2) ejes,Camiones grandes de dos (2) ejes,Vehículos de tres (3) y cuatro (4) ejes,Vehículos de cinco (5) ejes,Vehículos de seis (6) ejes, , , , , , , , , , , , , , , , , , , 
-74.80894507,9.791365729,3941,8002,0,323,PUENTE PLATO,CONCESION ANI,MAGDALENA,101,-74.80894507,9200,34100,36600,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Plato – Pueblo Nuevo,11400,24100,2,Concesión (Yuma),Sur – Norte,KM 0+150  Vía Plata – Pueblo Nuevo,3165280403,018000945566 Opción 1,9000,8700,6500,0,0,0,0,0,0,0,0,0,2600,2700,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes,3 y 4 Ejes,5 Ejes,6 Ejes, , , , , , , , ,Eje Grua,Eje Remolque,Eje Adicional, , ,CAT ESPECIAL E, , , , , , , 
-73.83476776,4.279934064,3997,4006,50,166,PUENTE QUETAME (NARANJAL),CONCESION ANI,CUNDINAMARCA,97,-73.83501604,10200,39400,45900,52900,58800,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Bogotá (El Portal) - Villavicencio,26600,20100,2,COVIANDINA S.A.S.,Occidente – Oriente // Oriente – Occidente,Caqueza – Guayabetal Km 44+700,3144360298 // 3123060332 - 3105851322,3143722765,0,0,0,500,0,0,0,500,500,0,0,0,0,500,500,500,500,500,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 Ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , ,Categoría IEE,Categoría IEEE, , , , , , , ,Categoría IE,Categoría  IIE,Categoría IIIE,Categoría  IVE,Categoría VE, , 
-74.50132825,6.496649662,3952,6206,85,295,PUERTO BERRIO,CONCESION ANI,ANTIOQUIA,102,-74.50138816,8500,24800,27900,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/puerto_berrio.jpg,Cisneros - Puerto Berrío (Incluye el Puente sobre el Río Magdalena),9300,19500,2,Concesión Autopistas del Río Magdalena,Aplica en ambos sentido de circulación,Vía Alto de Dolores - Puerto Berrío,3183729221,348326778,8700,8400,6400,2000,0,0,0,0,0,0,0,0,0,2100,2300,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 Ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 ejes, , , , , , , , ,Eje grúa,Eje remolque,Eje adicional, , , ,Categoría especial IE,Categoría especial IIE, , , , , 
-74.95610546,10.96756325,3939,90A01,93,572,PUERTO COLOMBIA,CONCESION ANI,ATLANTICO,103,-74.95606254,14000,26800,83800,111700,124000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cartagena - Lomita Arena,21000,15300,2,Concesión Costera - Barranquilla - Cartagena,Ambos sentidos de circulación,Vía al Mar Km 93,3124572706 - 3157210245 o #212 Movistar / 3106303666 o #211 Claro / 3004510014 o #211 Tigo,018000977330 - 3114803629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos,Buses de Transporte Público,Camiones 2 ejes Pequeños,Camiones 2 ejes Grandes,Camiones de 3 y 4 Ejes,5 Ejes,6 Ejes, , , , , , , , , , , , , , , , , , , 
-74.61139541,5.872598914,3808,6005,129,851,PUERTO TRIUNFO,INVIAS,ANTIOQUIA,98,1,12600,21600,43200,61600,61600,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3808.pdf,Santuario - Cruce Ruta 45 (Caño Alegre),19800,17300,5,,Sur – Norte,KM 129+900 RUTA 6005 Autopista  Medellin - Bogota,No cuenta con número,3208360300 - 3212059197,0,0,0,1000,0,0,1000,0,0,0,0,0,1000,0,1000,1000,1000,1000,1000,0,Categoría I,Categoría II,Categoría III,Categoría IV,Categoría V,Categoría VI,Categoría VII, , ,Categoría Especial VII, , , , , , , , ,Categoría Especial,Categoría Especial I,Categoría Especial II,Categoría Especial III,Categoría Especial IV,Categoría Especial V,Categoría Especial VI, 
-74.05008445,4.454170743,3973,40CN01,11,1051,PUESTO DE CONTROL BOQUERON II,CONCESION ANI,CUNDINAMARCA,104,-74.05008445,11900,47100,52900,58800,70500,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,El Portal - El Antojo,35300,17800,2,COVIANDINA S.A.S.,Occidente – Oriente // Oriente – Occidente,Caqueza – Guayabetal Km 50+100,3123063223 - 3123030336 – 3105851322,3143722765,0,0,0,400,0,0,0,1600,6100,0,0,0,0,400,11500,400,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 eje pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 Ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , ,Categoría IEE,Categoría IEEE, , , , , , , ,Categoría IE,Categoría IIE,Categoría IIIE, , , , 
-75.76376955,8.630659425,3921,2513,32,672,PURGATORIO,CONCESION ANI,CORDOBA,105,-75.76368712,13100,19300,34900,55600,64100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Caucasia - Planeta Rica,19300,19300,2,Concesión Ruta al Mar,Aplica en ambos sentido de circulación,Via Planeta Rica – Montería Km 32+500 Recorrido 49 KMS,3116346239 - 3116346139,947911207,0,0,0,0,0,0,0,0,0,0,0,0,0,11300,15700,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 ejes Grandes,3 y 4 Ejes,5 Ejes,Categoría VI,Categoría VII, , , , , , ,Eje grúa,Eje remolque,Eje adicional, , , , , , , , , , 
-75.55537447,5.094251146,3933, ,0,0,QUIEBRA DE VELEZ,DEPARTAMENTO,CALDAS,5.09425115,-75.55537447,3100,33000,37600,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Tres Puertas - Quiebra de Vélez - Manizales,9600,0,3, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , 
-74.28997543,4.627331188,3886, ,0,0,RAMAL,DEPARTAMENTO,CUNDINAMARCA,4.62733119,-74.28997543,11200,15600,44800,61600,70300,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Variante Soacha - La Mesa,13500,13500,3,CONCESIÓN DEVISAB,Occidente - Oriente // Oriente - Occidente,kilómetro 106 Via Mosquera - Ramal a Soacha,#815 Tigo – 018000953550,#815 Tigo – 018000953550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , , , , , , , , , , , , , , , , , 
-73.47355215,9.431032001,3964,4901,17,600,RINCON HONDO,INVIAS,CESAR,9.43145278,1,9700,11900,12900,37000,42400,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3964.pdf,San Roque - La Paz,10300,11200,5,INVIAS,Aplica en ambos sentidos de circulación,Tramo que cubre:Vía Rincón Hondo - Agustín Codazzi,No cuenta con número,No cuenta con servicio,0,0,0,2900,42400,0,0,0,0,0,0,0,0,0,0,0,0,25900,0,0,"Automóviles, camperos y camionetas",Buses,Camiones pequeños de 2 ejes,Camiones grandes de 2 ejes,Camiones de 3 ejes,Camiones de 4 ejes,Camiones de 5 ejes,Camiones de 6 ejes, , , , , , , , , , , ,Categoría especial IE, , , ,Categoría especial VE, , 
-73.23110812,7.554331287,3823,45A08,51,350,RIO BLANCO,INVIAS,SANTANDER,106,1,8800,25700,29000,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3823.pdf,Río Negro - San Alberto,9700,20200,5,INVIAS,Norte – Sur,Vía Rio Negro – San Alberto Km  53+100,3124570764,No cuenta con servicio,9000,8700,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos.,Camiones y Buses 2 ejes Pequeños.,Camiones y Buses 2 Ejes Grandes.,3 y 4 ejes.,5 ejes., , , , , , , , ,Eje Grúa.,Eje Remolque.,Eje adicional., , , , , , , , , , 
-74.17942941,4.698590601,3974,5008A,71,367,RIO BOGOTA,CONCESION ANI,CUNDINAMARCA,107,-74.1794455,8000,13900,23600,31900,34500,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Los Alpes - Madrid - Bogotá (Rio Bogotá),12000,10400,2,CONCESIÓN CCFC S.A,Oriente  - Occidente Bogotá  -  Faca,Peaje Río Bogotá – Facatativá – Villeta – Vianí – Cambao Km 0+700 Jurisdicción del Municipio de Mosquera,3792200 – 8930977,"300 2134184 - 310 3042774 - #235 Tigo, Movistar y Claro",0,0,0,200,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes,6 Ejes, , , , , , , , , , , , ,Eje especial,Eje especial Categoría I,Eje especial Categoría II,Eje especial Categoría III,Eje especial Categoría IV,Eje especial Categoría V,Eje especial Categoría VI, 
-76.27965619,4.149107168,3873,2302,13,600,RIO FRIO,INVIAS,VALLE DEL CAUCA,108,1,8600,25300,28400,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3873.pdf,Mediacanoa - Ansermanuevo,9300,19900,5,INVIAS,Norte – Sur  / Sur - Norte,Vía Mediacanoa - Ansermanuevo Km 13,3102454252,No cuenta con servicio,9000,8700,6600,0,0,0,0,0,0,0,0,6500,0,0,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes, , , , , , , , ,Eje Grúa,Eje Remolque,Eje Adicional, ,Eje Cañero, , , , , , , , 
-73.44054376,7.118249043,3972,6602,0,0,RIO SOGAMOSO,CONCESION ANI,SANTANDER,110,-73.44054376,8500,24800,27900,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/rio_sogamoso.jpg,Cruce Ruta 45 (La Fortuna) - Lebrija,9300,19500,2,RUTA DEL CACAO,Aplica en ambos sentidos Tramo que cubre: Bucaramanga - Barrancabermeja – Yondó,Vía Fortuna - Bucaramanga  Km 14 + 040,317 573 8658,310 391 0901 – 317 765 0144,8700,8400,6400,2000,0,0,0,0,0,0,0,0,0,2100,2300,0,0,0,0,0,Automóviles y Camperos.,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 Ejes Grandes,3 y  4 ejes,5 ejes, , , , , , , , ,Eje Grúa,Eje Remolque,Eje adicional, , , ,CAT ESPECIAL IE,CAT ESPECIAL IIE, , , , , 
-73.14940378,7.243267526,6805,45A08,13,100,RIONEGRO,EDISAN,SANTANDER,109,-73.15,7200,26000,29800,0,0, ,La cemento - Rionegro,8200,19600,3,DEPARTAMENTO,Norte - Sur,Vía Bucaramanga - Rionegro Km 13,6569259,No cuenta con servicio,,,,,,,,,,,,,,,,,,,,,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 ejes,,,,,,,,,,,,,,,,,,,,,
-76.38115644,3.643852209,6004,2505B,0,0,ROZO,INVIAS,VALLE DEL CAUCA,111,1,8900,37700,43400,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/6004.pdf,Palmaseca - El Cerrito,10700,28900,5,INVIAS,Norte – Sur,Vía Palmaseca - Cerrito Km 17,No cuenta con número,No cuenta con servicio,10700,21200,6600,4600,,,,,,,,6600,,,4900,,,,,,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes,,,,,,,,,Eje Grúa,Eje Adicional Remolque,Eje Adicional,,Eje Cañero,,CAT IE,CAT IIE,,,,,
-74.75900513,10.79958164,3874,2516,64,807,SABANAGRANDE,CONCESION ANI,ATLANTICO,10.79958164,-74.75900513,8500,26400,30500,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Palmar de Varela - Barranquilla,9200,20200,2,Consorcio Ruta Caribe,Ambos sentidos de circulación,Vía Oriental Km 55,3006738048,3212057227,8700,8400,6000,2300,0,0,0,0,0,0,0,0,0,2600,3100,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 ejes Grandes,3 y 4 Ejes,5 Ejes,NO APLICA,NO APLICA, , , , , , ,EJE GRUA,EJE ADICIONAL REMOLQUE,EJE ADICIONAL, , , , , , , , , , 
-73.74466588,5.727864796,3953,45A05,66,500,SABOYA,INVIAS,BOYACÁ,112,1,8500,29600,34600,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3953.pdf,Ubaté - Puente Nacional,9200,23800,5,INVÍAS,Ambos sentidos de circulación,Vía Ubate Puente Nacional  Km 66+200 Jurisdicción Saboyá,Sin numero,Sin numero,10200,10000,7000,2300,0,0,0,0,0,0,0,0,0,2100,2300,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4,5 ejes, , , , , , , , ,Eje Grúa,Eje Adicional Remolque,Eje Adicional, , , ,CAT ESPECIAL IE,CAT ESPECIAL IIE, , , , , 
-73.50115778,5.557684876,3884,6008,50,200,SACHICA,INVIAS,BOYACA,113,1,8600,25300,28400,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3884.pdf,Sáchica - Tunja,9300,19900,5,INVIAS,Ambos sentidos de circulación,Vía Chiquinquirá Tunja km 42+800 Jurisdicción Sáchica,3102455356,No cuenta con servicio,9000,8700,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes, , , , , , , , ,Eje Grúa,Eje adicional remolque,Eje Adicional, , , , , , , , , , 
-75.59458114,5.052205665,3869,5005,9,177,SAN BERNARDO (TRINIDAD ll),CONCESION ANI,CALDAS,114,-75.59458114,10400,12600,30700,38400,44600,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Tres Puertas -La Manuela - Estación Uribe,12600,12600,2,CONCESIÓN AUTOPISTAS DEL CAFÉ,Ambos sentidos de circulación,Tres Puertas – Puente La Libertad Km. 9 + 200,(6) 3282720,3138176567 #850,0,0,0,3200,0,0,0,0,0,0,0,0,0,0,3300,3700,3900,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 Ejes,Categoría V 5 Ejes,Categoría 6 Ejes,Categorí VII, , , , , , , , , , , , ,Categoría Especial IE,Categoría Especial IIE,Categoría Especial IIIE, , , , 
-75.74238315,8.772659788,6804,3306,9,300,SAN CARLOS,CONSECION ANI,CORDOBA,106,-75.74,12800,18900,20200,29400,29500, ,Monteria - San Carlos,18900,18900,2,Concesión Ruta al Mar,Aplica en ambos sentidos,"Vía Montería - San Carlos ubicado sobre el Km, 9+700",Sin Numero,3216177100,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Automóviles - Camperos - Camionetas,Buses,Camiones Pequeños de 2 Ejes,Camiones Grandes de 2 Ejes,Camiones de 3 y 4 Ejes,Camiones de 5 ejes,Camiones de 6 Ejes,,,,,,,,,,,,,,,,,,,
-75.77560328,5.332438494,3931,2508,17,150,SAN CLEMENTE,INVIAS,CALDAS,115,1,8600,25300,28400,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3931.pdf,Cauyá - La Felisa,9300,19900,5,INVIAS,Ambos sentidos de circulación,Vía Cauyá - El Palo,3102454264,No cuenta con servicio,9000,8700,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automoviles y camperos,Camiones y buses de 2 ejes pequeños,Camiones y buses de 2 ejes grandes,3 y 4 ejes,5 ejes, , , , , , , , ,Eje grúa,Eje remolque,Eje adicional, , , , , , , , , , 
-75.65404896,6.29706501,3877,0,0,0,SAN CRISTOBAL,CONCESION ANI,ANTIOQUIA,6.29706501,-75.65404896,16200,51900,62100,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Puente Aurrá - Medellín,18300,39900,2,DESARROLLO VIAL AL MAR SAS,Santa Fe de Antioquia - Medellín,"Oriente Occidente Km 39+600 Occidente Oriente Km 44+800, vía Santa Fe de Antioquia Medellín",(1) 2863300,3176676335   018000400016,6300,0,0,7900,0,0,0,0,0,0,0,0,0,8100,9200,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 Ejes pequeños,Camiones y Buses 2 Ejes grandes,3 y 4 ejes,5 ejes, , , , , , , , , , ,Eje Adicional, , , , , , , , , , 
